LOC,Addr,LON,LAT
"Forest Park, Illinois","Forest Park, Illinois",-87.81434999999998,41.87757000000005
"Newberry, South Carolina","Newberry, South Carolina",-81.61923999999993,34.27455000000003
Rhinelander,"Rhinelander, Wisconsin",-89.41130999999996,45.638390000000065
"Selma, AL","Selma, Alabama",-87.02281999999997,32.41279000000004
"Neptune Beach, Florida","Neptune Beach, Florida",-81.39606999999995,30.32416000000007
"Coon Rapids, MN","Coon Rapids, Minnesota",-93.3044,45.173090000000066
"Davidson, North Carolina","Davidson, North Carolina",-80.84923999999995,35.49786000000006
"Spring Hill, FL","Spring Hill, Florida",-82.62748999999997,28.459040000000076
Bellflower,"Bellflower, California",-118.12228999999996,33.88274000000007
"Immokalee, Florida","Immokalee, Florida",-81.41995999999995,26.418580000000077
"Orange, Texas","Orange, Texas",-93.73667999999998,30.093100000000053
"Barre, Vermont","Barre, Vermont",-72.50146999999998,44.196890000000046
"Huntington, Indiana","Huntington, Indiana",-85.49424999999997,40.882840000000044
Oak Ridge,"Oak Ridge, Tennessee",-84.25575999999995,36.01468000000005
"Hubbard, OH","Hubbard, Ohio",-80.57336999999995,41.156400000000076
"Hesperia, California","Hesperia, California",-117.31998999999996,34.42426000000006
"Clearlake, CA","Clearlake, California",-122.62236999999999,38.95072000000005
"Carthage, Texas","Carthage, Texas",-94.34179999999998,32.166030000000035
"Woodburn, Oregon","Woodburn, Oregon",-122.85907999999996,45.142360000000046
"Massapequa, New York","Massapequa, New York",-73.46519999999998,40.69227000000007
"Maywood, California","Maywood, California",-118.18980999999997,33.987570000000055
"Franklin, OH","Franklin, Ohio",-84.29053999999995,39.54045000000008
"South Gate, CA","South Gate, California",-118.20576999999996,33.956300000000056
"Sauk Rapids, Minnesota","Sauk Rapids, Minnesota",-94.16729999999997,45.591200000000065
Grayslake,"Grayslake, Illinois",-88.03892999999994,42.34334000000007
"Columbus, Indiana","Columbus, Indiana",-85.91867999999994,39.201500000000074
"Jenks, OK","Jenks, Oklahoma",-95.97587,36.02433000000008
New Braunfels,"New Braunfels, Texas",-98.12093999999996,29.698870000000053
Rapid City,"Rapid City, South Dakota",-103.2308,44.08146000000005
"Kennedale, TX","Kennedale, Texas",-97.22475999999996,32.649170000000034
"Brunswick, OH","Brunswick, Ohio",-81.83861999999993,41.238270000000064
"Perth Amboy, New Jersey","Perth Amboy, New Jersey",-74.26587999999998,40.506570000000075
"Franklin, IN","Franklin, Indiana",-86.06418999999994,39.484030000000075
"Homewood, AL","Homewood, Alabama",-86.78965999999996,33.478860000000054
"Iron Mountain, Michigan","Iron Mountain, Michigan",-88.06524999999996,45.820740000000065
"Lander, WY","Lander, Wyoming",-108.73093999999998,42.833090000000034
"Lapeer, MI","Lapeer, Michigan",-83.31535999999993,43.05260000000004
"Opelousas, LA","Opelousas, Louisiana",-92.08234999999996,30.533000000000072
"San Angelo, TX","San Angelo, Texas",-100.44241999999996,31.461500000000054
"Harrison, Arkansas","Harrison, Arkansas",-93.11051999999997,36.228620000000035
"Maryville, Tennessee","Maryville, Tennessee",-83.97339999999997,35.75379000000004
Cape Girardeau,"Cape Girardeau, Missouri",-89.54452999999997,37.30271000000005
"Santee, California","Santee, California",-116.97101999999997,32.870490000000075
"Geneva, NY","Geneva, New York",-76.98208999999997,42.86642000000006
Harlingen,"Harlingen, Texas",-97.69554999999997,26.18986000000007
"Oyster Bay, NY","Oyster Bay, New York",-73.53368999999998,40.87235000000004
Snohomish,"Snohomish, Washington",-122.09305999999998,47.91240000000005
"Sturgis, SD","Sturgis, South Dakota",-103.50897999999997,44.415300000000066
Clark,"Clark, New Jersey",-74.31410999999997,40.628640000000075
"Horizon City, Texas","Horizon City, Texas",-106.18621999999999,31.682750000000052
"Freeport, IL","Freeport, Illinois",-89.62164999999996,42.29729000000003
"Glen Rock, New Jersey","Glen Rock, New Jersey",-74.12889999999999,40.961370000000045
"Groton, Connecticut","Groton, Connecticut",-72.07144999999997,41.35486000000003
"Bellmawr, NJ","Bellmawr, New Jersey",-75.07799999999997,39.866490000000056
"Richmond, Indiana","Richmond, Indiana",-84.89028999999994,39.830410000000036
"Lakeland North, WA","Lakeland North, Washington",-122.27905999999996,47.333050000000064
"Lafayette, Colorado","Lafayette, Colorado",-105.09051999999996,39.98828000000003
"Rockport, MA","Rockport, Massachusetts",-70.62034999999997,42.65610000000004
Okeechobee,"Okeechobee, Florida",-80.83223999999996,27.243740000000052
Cameron,"Cameron, Missouri",-94.23591999999996,39.740050000000046
Manitowoc,"Manitowoc, Wisconsin",-87.66171999999996,44.10787000000005
"Glenpool, Oklahoma","Glenpool, Oklahoma",-96.01077999999997,35.959190000000035
"Coatesville, PA","Coatesville, Pennsylvania",-75.82062999999994,39.98194000000007
Duncanville,"Duncanville, Texas",-96.90501999999998,32.646220000000035
Tupelo,"Tupelo, Mississippi",-88.70782999999994,34.25741000000005
"Rockton, Illinois","Rockton, Illinois",-89.07178999999996,42.45252000000005
Show Low,"Show Low, Arizona",-110.04251999999997,34.25045000000006
"Highland, Indiana","Highland, Indiana",-87.44895999999994,41.55337000000004
"Delaware, OH","Delaware, Ohio",-83.06576999999999,40.30114000000003
"Fairview, OR","Fairview, Oregon",-122.43930999999998,45.531720000000064
"Lapeer, Michigan","Lapeer, Michigan",-83.31535999999993,43.05260000000004
"Wickenburg, AZ","Wickenburg, Arizona",-112.72960999999998,33.968560000000025
"Mound, MN","Mound, Minnesota",-93.65860999999997,44.934730000000066
"Mount Sinai, NY","Mount Sinai, New York",-73.02954999999997,40.94704000000007
"Springfield, TN","Springfield, Tennessee",-86.88541999999997,36.509390000000046
"Waterville, ME","Waterville, Maine",-69.63134999999993,44.552790000000066
"Lakeland, TN","Lakeland, Tennessee",-89.72410999999994,35.26479000000006
"Hicksville, NY","Hicksville, New York",-73.52742999999998,40.763820000000074
"Lewistown, Pennsylvania","Lewistown, Pennsylvania",-77.57436999999999,40.59734000000003
"Auburn, New York","Auburn, New York",-76.56590999999997,42.92936000000003
"New Hope, MN","New Hope, Minnesota",-93.38501999999994,45.03637000000002
"Converse, Texas","Converse, Texas",-98.31212999999997,29.515300000000025
Streetsboro,"Streetsboro, Ohio",-81.34507999999994,41.23930000000007
Dinuba,"Dinuba, California",-119.38561000000001,36.544310000000046
"Newport, TN","Newport, Tennessee",-83.18492999999995,35.96667000000008
"Jackson, WY","Jackson, Wyoming",-110.76235999999994,43.48024000000004
"Dublin, GA","Dublin, Georgia",-82.90727999999996,32.538940000000025
"Huron, South Dakota","Huron, South Dakota",-98.21414,44.36385000000006
"Spencer, IA","Spencer, Iowa",-95.14469999999994,43.14187000000004
"Mission, TX","Mission, Texas",-98.32574999999996,26.21556000000004
"Streator, IL","Streator, Illinois",-88.83418999999998,41.121470000000045
"Orono, ME","Orono, Maine",-68.67398999999995,44.885880000000036
"California City, CA","California City, California",-117.98562999999996,35.12894000000006
"American Canyon, CA","American Canyon, California",-122.25276999999994,38.16805000000005
"Airmont, NY","Airmont, New York",-74.09934999999996,41.11099000000007
"Northampton, Massachusetts","Northampton, Massachusetts",-72.63183999999995,42.317980000000034
"Bullhead City, AZ","Bullhead City, Arizona",-114.57791999999996,35.12615000000005
"Tukwila, WA","Tukwila, Washington",-122.25597999999997,47.46255000000008
"Horn Lake, MS","Horn Lake, Mississippi",-90.04719999999998,34.96265000000005
"Springhill, LA","Springhill, Louisiana",-93.46722999999996,33.00699000000003
"North Olmsted, OH","North Olmsted, Ohio",-81.92335999999995,41.41551000000004
"Culpeper, Virginia","Culpeper, Virginia",-77.99613999999997,38.47333000000003
"Winthrop, MA","Winthrop, Massachusetts",-70.98218999999995,42.38163000000004
Mecca,"Mecca, California",-116.07341999999994,33.57195000000007
"Inverness, Florida","Inverness, Florida",-82.33114999999998,28.835450000000037
"Upland, CA","Upland, California",-117.65101000000001,34.09940000000006
The Village,"The Villages, Florida",-81.97431999999998,28.90837000000005
"Cape Canaveral, FL","Cape Canaveral, Florida",-80.60486999999995,28.38458000000003
"Sun Prairie, WI","Sun Prairie, Wisconsin",-89.21072999999996,43.18296000000004
"Mount Vernon, Illinois","Mt Vernon, Illinois",-88.90363999999994,38.31728000000004
Old Town,"Old Town, Florida",-82.98193999999995,29.60244000000006
"Bristol, TN","Bristol, Tennessee",-82.22128999999995,36.59218000000004
"Ridgefield Park, NJ","Ridgefield Park, New Jersey",-74.02474999999998,40.858280000000036
"Weymouth, MA","Weymouth, Massachusetts",-70.95746999999993,42.208090000000034
"Eunice, LA","Eunice, Louisiana",-92.41516999999999,30.492150000000038
"Chalmette, Louisiana","Chalmette, Louisiana",-89.97345999999996,29.941480000000077
Waltham,"Waltham, Massachusetts",-71.23516999999998,42.37647000000004
"Birdsboro, PA","Birdsboro, Pennsylvania",-75.80809999999997,40.26543000000004
Brigantine,"Brigantine, New Jersey",-74.37318999999997,39.401730000000036
"Reading, Pennsylvania","Reading, Pennsylvania",-75.92783999999995,40.33662000000004
"South Miami, FL","South Miami, Florida",-80.29217999999997,25.70420000000007
"Hoboken, New Jersey","Hoboken, New Jersey",-74.03096999999997,40.737160000000074
"Clayton, NJ","Clayton, New Jersey",-75.09274999999997,39.66163000000006
"Painesville, Ohio","Painesville, Ohio",-81.24527999999998,41.72424000000007
"Thonotosassa, Florida","Thonotosassa, Florida",-82.30173999999994,28.058000000000053
"Geneva, OH","Geneva, Ohio",-80.94625999999994,41.805770000000045
"Chaska, MN","Chaska, Minnesota",-93.60181999999998,44.78719000000007
"Las Vegas, NM","Las Vegas, New Mexico",-105.2163,35.59567000000004
Sierra Madre,"Sierra Madre, California",-118.05729999999994,34.16187000000008
"Marion, Indiana","Marion, Indiana",-85.66037999999998,40.558800000000076
"Chester, SC","Chester, South Carolina",-81.21383999999995,34.705080000000066
"Rockport, TX","Rockport, Texas",-97.05483999999996,28.02727000000005
"Passaic, New Jersey","Passaic, New Jersey",-74.12373999999993,40.86034000000007
Port St. Lucie,"Port St Lucie, Florida",-80.36366999999996,27.274810000000052
"Latrobe, PA","Latrobe, Pennsylvania",-79.38493999999997,40.31664000000006
"Ashland, Ohio","Ashland, Ohio",-82.31549999999999,40.86865000000006
"Independence, Kentucky","Independence, Kentucky",-84.54440999999997,38.94320000000005
"Chaska, Minnesota","Chaska, Minnesota",-93.60181999999998,44.78719000000007
"Deltona, FL","Deltona, Florida",-81.22334999999998,28.93221000000005
"Corbin, KY","Corbin, Kentucky",-84.09553999999997,36.94410000000005
Falfurrias,"Falfurrias, Texas",-98.14409999999998,27.227730000000065
"El Reno, OK","El Reno, Oklahoma",-97.95603999999996,35.53364000000005
"Cedarburg, WI","Cedarburg, Wisconsin",-87.98852999999997,43.29904000000005
Sterling,"Sterling, Virginia",-77.40710999999997,39.03335000000004
Canon City,"Cañon City, Canon City, Colorado",-105.24244999999996,38.440980000000025
"Yuba City, California","Yuba City, California",-121.61945999999996,39.14078000000006
"Depew, NY","Depew, New York",-78.68638999999995,42.90442000000007
"Hialeah Gardens, FL","Hialeah Gardens, Florida",-80.33892999999995,25.867850000000033
"Newton, Kansas","Newton, Kansas",-97.34512999999998,38.05329000000006
"Zanesville, OH","Zanesville, Ohio",-82.00138999999996,39.940540000000055
"Colonial Heights, VA","Colonial Heights, Virginia",-77.41113999999997,37.25407000000007
"Bellefontaine, OH","Bellefontaine, Ohio",-83.75956999999994,40.362430000000074
"Lake Geneva, Wisconsin","Lake Geneva, Wisconsin",-88.43618999999997,42.591780000000035
Castro Valley,"Castro Valley, California",-122.08562999999998,37.69458000000003
Mount Pleasant,"Mount Pleasant, South Carolina",-79.86258999999995,32.79407000000003
"Quincy, Illinois","Quincy, Illinois",-91.39583,39.93559000000005
"Raymondville, Texas","Raymondville, Texas",-97.78191999999996,26.481890000000075
Jeffersonville,"Jeffersonville, Indiana",-85.73746999999997,38.27913000000007
"Fraser, MI","Fraser, Michigan",-82.94967999999993,42.53879000000006
Waukee,"Waukee, Iowa",-93.88559999999997,41.61171000000007
"Crestview, FL","Crestview, Florida",-86.57101999999998,30.76183000000003
"Cocoa, Florida","Cocoa, Florida",-80.72617999999993,28.351670000000077
"Decorah, IA","Decorah, Iowa",-91.79092999999996,43.303710000000066
Barstow,"Barstow, California",-117.02581999999997,34.89296000000007
"Paulsboro, NJ","Paulsboro, New Jersey",-75.24134999999995,39.83176000000003
"Prospect Park, PA","Prospect Park, Pennsylvania",-75.30878999999999,39.88807000000004
"Fridley, MN","Fridley, Minnesota",-93.26325999999996,45.08533000000007
"Port Angeles, WA","Port Angeles, Washington",-123.43129999999996,48.118720000000046
"Rensselaer, New York","Rensselaer, New York",-73.74126999999999,42.64472000000006
"Everett, MA","Everett, Massachusetts",-71.05449999999995,42.40817000000004
"Rifle, CO","Rifle, Colorado",-107.78330999999996,39.53325000000007
"Abbeville, LA","Abbeville, Louisiana",-92.13574999999996,29.973330000000033
Woodland,"Woodland, California",-121.77311999999996,38.67843000000005
Woodinville,"Woodinville, Washington",-122.15544999999996,47.754480000000065
"Fair Lawn, New Jersey","Fair Lawn, New Jersey",-74.13190999999995,40.936100000000074
"Emmett, Idaho","Emmett, Idaho",-116.50005999999996,43.87412000000007
"Murray, Utah","Murray, Utah",-111.88831999999996,40.66231000000005
"Union City, California","Union City, California",-122.02750999999996,37.58883000000003
West Dundee,"West Dundee, Illinois",-88.27857999999998,42.09758000000005
"Plymouth, Massachusetts","Plymouth, Massachusetts",-70.65646999999996,41.927470000000035
"Northfield, Minnesota","Northfield, Minnesota",-93.15375999999998,44.44960000000002
"St. Francis, Wisconsin","Saint Francis, Wisconsin",-87.87757999999997,42.967520000000036
Coral Gables,"Coral Gables, Florida",-80.26294999999998,25.749230000000072
Winnetka,"Winnetka, Illinois",-87.73362999999996,42.10521000000005
"Maryville, MO","Maryville, Missouri",-94.87289999999996,40.34746000000007
Starkville,"Starkville, Mississippi",-88.81287999999996,33.46592000000004
"Malvern, AR","Malvern, Arkansas",-92.81273,34.362780000000036
"Villas, Florida","Villas, Florida",-81.86892999999998,26.55070000000007
"Jasper, Texas","Jasper, Texas",-93.99685999999996,30.921600000000076
"Manteno, IL","Manteno, Illinois",-87.83440999999996,41.25063000000007
"Charlestown, IN","Charlestown, Indiana",-85.65539999999999,38.444150000000036
"Des Plaines, Illinois","Des Plaines, Illinois",-87.88910999999996,42.042260000000056
"Plainfield, Illinois","Plainfield, Illinois",-88.21207999999996,41.60845000000006
"Rainbow City, AL","Rainbow City, Alabama",-86.04136999999996,33.95477000000005
"Bellefonte, Pennsylvania","Bellefonte, Pennsylvania",-77.77770999999996,40.91166000000004
Edison,"Edison, New Jersey",-74.38144999999997,40.53033000000005
"Fountain Inn, SC","Fountain Inn, South Carolina",-82.20106999999996,34.694920000000025
"Rockledge, Florida","Rockledge, Florida",-80.73485999999997,28.33268000000004
"West Fargo, North Dakota","West Fargo, North Dakota",-96.88483999999994,46.872540000000065
"Greenfield, MA","Greenfield, Massachusetts",-72.59811999999994,42.58753000000007
"North Haven, Connecticut","North Haven, Connecticut",-72.85804999999993,41.393310000000035
"University Park, Texas","University Park, Texas",-96.79698999999994,32.845360000000035
Orosi,"Orosi, California",-119.28691999999997,36.54527000000007
DeKalb,"Dekalb, Illinois",-88.74991999999996,41.92949000000005
"Twinsburg, OH","Twinsburg, Ohio",-81.44023999999995,41.313390000000034
"Florence, Kentucky","Florence, Kentucky",-84.63062999999994,39.00118000000003
"Freeland, Michigan","Freeland, Michigan",-84.12026999999995,43.524900000000066
"Mauldin, SC","Mauldin, South Carolina",-82.30883999999998,34.77873000000005
"Greenfield, Massachusetts","Greenfield, Massachusetts",-72.59811999999994,42.58753000000007
"Corsicana, Texas","Corsicana, Texas",-96.46325999999999,32.091620000000034
"Greenwood, SC","Greenwood, South Carolina",-82.16073999999998,34.19104000000005
"Malvern, Arkansas","Malvern, Arkansas",-92.81273,34.362780000000036
"North Versailles, PA","North Versailles, Pennsylvania",-79.81877999999995,40.38201000000004
"Quincy, IL","Quincy, Illinois",-91.39583,39.93559000000005
"Wisconsin Rapids, WI","Wisconsin Rapids, Wisconsin",-89.81636999999996,44.39319000000007
"Keyser, WV","Keyser, West Virginia",-78.97709999999995,39.440500000000036
"Eatonton, GA","Eatonton, Georgia",-83.38821999999998,33.32609000000008
"Catonsville, Maryland","Catonsville, Maryland",-76.73982999999998,39.27021000000008
"Erwin, TN","Erwin, Tennessee",-82.41766999999999,36.14435000000003
"Lutz, FL","Lutz, Florida",-82.46149999999993,28.152350000000077
Manteca,"Manteca, California",-121.23218999999996,37.79917000000006
"Towson, Maryland","Towson, Maryland",-76.60535999999995,39.39994000000007
Madeira,"Madeira, Ohio",-84.36299999999993,39.190950000000036
"Santa Maria, California","Santa Maria, California",-120.43452999999994,34.953130000000044
"Bolivar, MO","Bolivar, Missouri",-93.41189999999996,37.61437000000007
"Dunn, NC","Dunn, North Carolina",-78.60867999999994,35.30671000000006
"Forestville, MD","Forestville, Maryland",-76.88719999999995,38.844360000000044
"East Islip, NY","East Islip, New York",-73.19131999999995,40.733840000000036
"Pearl, MS","Pearl, Mississippi",-90.13726999999994,32.275430000000036
Edinboro,"Edinboro, Pennsylvania",-80.13118999999995,41.875700000000045
"Anthony, NM","Anthony, New Mexico",-106.60620999999998,32.00234000000006
Keller,"Keller, Texas",-97.22645999999996,32.930870000000034
Bentonville,"Bentonville, Indiana",-85.24340999999998,39.745130000000074
"Inglewood, California","Inglewood, California",-118.35673999999996,33.96178000000003
"Mastic, NY","Mastic, New York",-72.84054999999995,40.80335000000007
"Knoxville, Iowa","Knoxville, Iowa",-93.09987999999998,41.320290000000064
"Dunn, North Carolina","Dunn, North Carolina",-78.60867999999994,35.30671000000006
"Cary, IL","Cary, Illinois",-88.25486999999998,42.20431000000008
Cudahy,"Cudahy, California",-118.17602,33.959830000000075
San Angelo,"San Angelo, Texas",-100.44241999999996,31.461500000000054
"Nappanee, IN","Nappanee, Indiana",-86.00063999999998,41.44265000000007
"Richmond Heights, MO","Richmond Heights, Missouri",-90.31984999999996,38.62853000000007
"Centerville, IA","Centerville, Iowa",-92.86563999999998,40.73252000000008
"Plainview, TX","Plainview, Texas",-101.69813,34.197650000000074
"Lemoore, CA","Lemoore, California",-119.78636999999998,36.301010000000076
"Wyoming, MI","Wyoming, Michigan",-85.69499999999994,42.913400000000074
"Tavares, Florida","Tavares, Florida",-81.73202999999995,28.804190000000066
"Imperial, CA","Imperial, California",-115.56951999999997,32.847480000000076
"Bethany, OK","Bethany, Oklahoma",-97.62984999999998,35.50689000000005
"Ogdensburg, NY","Ogdensburg, New York",-75.48959999999994,44.69384000000008
"Greenfield, CA","Greenfield, California",-121.24179999999996,36.319080000000035
"Hudsonville, MI","Hudsonville, Michigan",-85.86366999999996,42.865910000000035
"Moultrie, GA","Moultrie, Georgia",-83.78882999999995,31.18043000000005
Pawtucket,"Pawtucket, Rhode Island",-71.38247999999999,41.87948000000007
"Ooltewah, TN","Ooltewah, Tennessee",-85.06155999999999,35.075390000000034
East Moline,"East Moline, Illinois",-90.43986999999998,41.51526000000007
La Salle,"La Salle, Illinois",-89.09425999999996,41.32991000000004
"Effingham, IL","Effingham, Illinois",-88.53758999999997,39.11922000000004
"Watertown, Wisconsin","Watertown, Wisconsin",-88.72046999999998,43.19736000000007
"Bermuda Dunes, CA","Bermuda Dunes, California",-116.28828999999996,33.74281000000008
"Bellflower, CA","Bellflower, California",-118.12228999999996,33.88274000000007
"San Jacinto, California","San Jacinto, California",-116.95718999999997,33.783880000000075
Lomita,"Lomita, California",-118.31989999999996,33.80528000000004
"Winona, Mississippi","Winona, Mississippi",-89.73584999999996,33.48416000000003
"Tulare, CA","Tulare, California",-119.34304999999996,36.20649000000003
Alamosa,"Alamosa, Colorado",-105.87324999999998,37.468180000000075
"North Royalton, Ohio","North Royalton, Ohio",-81.73535999999996,41.315500000000036
"Old Bethpage, New York","Old Bethpage, New York",-73.45531999999997,40.765300000000025
"Oak Park, Michigan","Oak Park, Michigan",-83.18274999999993,42.465880000000034
"Stony Brook, New York","Stony Brook, New York",-73.13949999999993,40.91297000000004
"South Burlington, VT","South Burlington, Vermont",-73.17912999999999,44.45549000000005
"Elizabeth, New Jersey","Elizabeth, New Jersey",-74.21143999999998,40.66381000000007
Hattiesburg,"Hattiesburg, Mississippi",-89.29070999999998,31.327350000000024
West Jordan,"West Jordan, Utah",-111.93875999999996,40.60740000000004
"Sanger, California","Sanger, California",-119.55642999999998,36.70887000000005
Poway,"Poway, California",-117.04197999999997,32.95459000000005
"Schaumburg, Illinois","Schaumburg, Illinois",-88.06541999999996,42.026170000000036
Cranston,"Cranston, Rhode Island",-71.43524999999994,41.77884000000006
"West Valley City, Utah","West Valley City, Utah",-111.95788999999996,40.694210000000055
"Merrick, NY","Merrick, New York",-73.55444999999997,40.669230000000034
"Lantana, FL","Lantana, Florida",-80.05502999999999,26.57687000000004
"Burien, WA","Burien, Washington",-122.33938999999998,47.468630000000076
"Portland, TN","Portland, Tennessee",-86.51564999999994,36.57893000000007
San Juan Capistrano,"San Juan Capistrano, California",-117.66538999999996,33.49789000000004
Orland,"Orland, California",-122.19478999999995,39.747390000000046
"Great Falls, Montana","Great Falls, Montana",-111.30606999999998,47.50732000000005
"Westland, Michigan","Westland, Michigan",-83.40051999999997,42.324230000000064
"Diboll, Texas","Diboll, Texas",-94.78240999999996,31.18279000000007
"Martinsville, VA","Martinsville, Virginia",-79.86880999999994,36.689960000000035
"Holbrook, MA","Holbrook, Massachusetts",-71.00815999999998,42.15479000000005
"Marshall, MI","Marshall, Michigan",-84.96424999999994,42.27529000000004
"Ozark, MO","Ozark, Missouri",-93.20632999999998,37.02134000000007
"Medfield, MA","Medfield, Massachusetts",-71.30390999999997,42.18723000000005
"East Ridge, TN","East Ridge, Tennessee",-85.24376999999998,34.996710000000064
"Anacortes, WA","Anacortes, Washington",-122.61172999999997,48.51748000000004
"North Fort Myers, FL","North Fort Myers, Florida",-81.90022999999997,26.68224000000004
"Weatherford, Oklahoma","Weatherford, Oklahoma",-98.70707999999996,35.52605000000005
Lewiston,"Lewiston, Maine",-70.21834999999999,44.098550000000046
"Romeoville, IL","Romeoville, Illinois",-88.11265999999996,41.63925000000006
Broomfield,"Broomfield, Colorado",-105.07057999999996,39.92086000000006
"Storm Lake, Iowa","Storm Lake, Iowa",-95.20140999999997,42.64746000000007
Rocklin,"Rocklin, California",-121.23458999999997,38.79016000000007
Mount Airy,"Mount Airy, North Carolina",-80.60728999999998,36.49930000000006
"Maywood, CA","Maywood, California",-118.18980999999997,33.987570000000055
"Lafayette, CA","Lafayette, California",-122.12812999999994,37.89077000000003
"Palmetto, Florida","Palmetto, Florida",-82.57295999999997,27.516310000000033
"St. Johnsbury, VT","St Johnsbury, Vermont",-72.02077999999996,44.41823000000005
Chicopee,"Chicopee, Massachusetts",-72.60696999999993,42.14819000000005
"Dublin, OH","Dublin, Ohio",-83.13308999999998,40.10497000000004
"Alton, Illinois","Alton, Illinois",-90.18382999999994,38.89086000000003
Redlands,"Redlands, California",-117.18258999999996,34.05538000000007
Summit,"Summit, New Jersey",-74.35958999999997,40.741490000000056
"Butler, New Jersey","Butler, New Jersey",-74.34383999999993,41.00396000000006
"Newberg, OR","Newberg, Oregon",-122.97557999999998,45.30032000000007
"Brown Deer, WI","Brown Deer, Village of Brown Deer, Wisconsin",-87.97297999999996,43.18168000000003
"Lufkin, TX","Lufkin, Texas",-94.71826,31.342390000000023
Andover,"Andover, Minnesota",-93.30617999999998,45.24419000000007
"Madera, California","Madera, California",-120.06398999999999,36.96205000000003
"Morro Bay, California","Morro Bay, California",-120.84711000000001,35.36692000000005
El Monte,"El Monte, California",-118.03105,34.07114000000007
"Lemoore, California","Lemoore, California",-119.78636999999998,36.301010000000076
"Forest Park, IL","Forest Park, Illinois",-87.81434999999998,41.87757000000005
Tustin,"Tustin, California",-117.81883,33.74416000000008
"Texas City, TX","Texas City, Texas",-94.92507999999998,29.392960000000077
"Lafayette, California","Lafayette, California",-122.12812999999994,37.89077000000003
"Summit, IL","Summit, Illinois",-87.80383999999998,41.78454000000005
"Scotia, NY","Scotia, New York",-73.96401999999995,42.82681000000007
"Rexburg, ID","Rexburg, Idaho",-111.78308999999996,43.826070000000065
Grand Haven,"Grand Haven, Michigan",-86.22599999999994,43.062950000000065
"Fairhope, Alabama","Fairhope, Alabama",-87.88629999999996,30.537680000000023
"Fairview Park, Ohio","Fairview Park, Ohio",-81.84673999999995,41.448150000000055
"Blue Bell, PA","Blue Bell, Pennsylvania",-75.26466999999997,40.154820000000036
"Lexington Park, Maryland","Lexington Park, Maryland",-76.45274999999998,38.265640000000076
Fort Stewart,"Fort Stewart, Georgia",-81.63480999999996,32.08037000000007
"Glenview, Illinois","Glenview, Illinois",-87.79856999999998,42.077450000000056
"Jessup, Maryland","Jessup, Maryland",-76.79884999999996,39.155210000000075
"Crestline, CA","Crestline, California",-117.28103,34.24316000000005
"University Place, WA","University Place, Washington",-122.53704999999997,47.224110000000046
"New Windsor, NY","New Windsor, New York",-74.02278999999999,41.477370000000064
"Tullahoma, TN","Tullahoma, Tennessee",-86.21200999999996,35.36240000000004
East Orange,"East Orange, New Jersey",-74.20990999999998,40.76099000000005
Hackensack,"Hackensack, New Jersey",-74.04445999999996,40.886060000000036
"Wharton, New Jersey","Wharton, New Jersey",-74.58417999999995,40.899110000000064
Suisun City,"Suisun City, California",-122.03687999999994,38.23912000000007
"Auburn, ME","Auburn, Maine",-70.22931999999997,44.09776000000005
"Gahanna, Ohio","Gahanna, Ohio",-82.86678999999998,40.01562000000007
"Northport, New York","Northport, New York",-73.34316999999999,40.901260000000036
"Brentwood, California","Brentwood, California",-121.69272999999998,37.934060000000045
"Marion, IN","Marion, Indiana",-85.66037999999998,40.558800000000076
"Roanoke Rapids, NC","Roanoke Rapids, North Carolina",-77.64627999999993,36.47620000000006
"Louisville, Colorado","Louisville, Colorado",-105.13212,39.97729000000004
"Gillette, Wyoming","Gillette, Wyoming",-105.50475999999998,44.29318000000006
"Amesbury, MA","Amesbury, Massachusetts",-70.93177999999995,42.852330000000045
"Dickinson, ND","Dickinson, North Dakota",-102.79058999999997,46.879030000000064
"Spearfish, SD","Spearfish, South Dakota",-103.85908999999998,44.49058000000008
"Pacifica, California","Pacifica, California",-122.49113999999996,37.63526000000007
"Buena Park, California","Buena Park, California",-117.99803999999996,33.86520000000007
"Warwick, Rhode Island","Warwick, Rhode Island",-71.46205999999995,41.69897000000003
"Norwich, Connecticut","Norwich, Connecticut",-72.07567999999998,41.526760000000024
Plymouth Meeting,"Plymouth Meeting, Pennsylvania",-75.27461999999997,40.10284000000007
Yorkville,"Yorkville, Illinois",-88.44802999999996,41.63913000000008
"Gallup, New Mexico","Gallup, New Mexico",-108.74355999999996,35.527840000000026
Lansdale,"Lansdale, Pennsylvania",-75.28530999999998,40.24058000000008
"Garden City, ID","Garden City, Idaho",-116.27973999999996,43.66039000000006
"El Dorado, Arkansas","El Dorado, Arkansas",-92.66545999999994,33.21151000000003
"Trophy Club, TX","Trophy Club, Texas",-97.18796999999996,32.995190000000036
"Arbutus, Maryland","Arbutus, Maryland",-76.69140999999995,39.251540000000034
Clewiston,"Clewiston, Florida",-80.93531999999998,26.754200000000022
"East Alton, Illinois","East Alton, Illinois",-90.11103999999996,38.883680000000034
Lenexa,"Lenexa, Kansas",-94.73991999999998,38.96145000000007
"Arroyo Grande, California","Arroyo Grande, California",-120.57683999999996,35.12435000000005
"Rotterdam, NY","Rotterdam, Town of Rotterdam, New York",-73.97181999999998,42.786890000000035
"Lawrence, Indiana","Lawrence, Indiana",-86.02500999999997,39.838910000000055
"Bridgeport, Connecticut","Bridgeport, Connecticut",-73.19063999999997,41.182130000000036
Hayward,"Hayward, California",-122.08553999999998,37.671340000000036
